location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00-04,2022-01-08,2021-12-11,-28 day ahead inc hosp,quantile,0.025,137,COVID-19
DE,00-04,2022-01-08,2021-12-11,-28 day ahead inc hosp,quantile,0.1,137,COVID-19
DE,00-04,2022-01-08,2021-12-11,-28 day ahead inc hosp,quantile,0.25,138,COVID-19
DE,00-04,2022-01-08,2021-12-11,-28 day ahead inc hosp,quantile,0.5,139,COVID-19
DE,00-04,2022-01-08,2021-12-11,-28 day ahead inc hosp,quantile,0.75,140,COVID-19
DE,00-04,2022-01-08,2021-12-11,-28 day ahead inc hosp,quantile,0.9,141,COVID-19
DE,00-04,2022-01-08,2021-12-11,-28 day ahead inc hosp,quantile,0.975,143,COVID-19
DE,00-04,2022-01-08,2021-12-11,-28 day ahead inc hosp,mean,NA,138.82975,COVID-19
DE,00-04,2022-01-08,2021-12-12,-27 day ahead inc hosp,quantile,0.025,133,COVID-19
DE,00-04,2022-01-08,2021-12-12,-27 day ahead inc hosp,quantile,0.1,133,COVID-19
DE,00-04,2022-01-08,2021-12-12,-27 day ahead inc hosp,quantile,0.25,134,COVID-19
DE,00-04,2022-01-08,2021-12-12,-27 day ahead inc hosp,quantile,0.5,135,COVID-19
DE,00-04,2022-01-08,2021-12-12,-27 day ahead inc hosp,quantile,0.75,136,COVID-19
DE,00-04,2022-01-08,2021-12-12,-27 day ahead inc hosp,quantile,0.9,138,COVID-19
DE,00-04,2022-01-08,2021-12-12,-27 day ahead inc hosp,quantile,0.975,139,COVID-19
DE,00-04,2022-01-08,2021-12-12,-27 day ahead inc hosp,mean,NA,135.227,COVID-19
DE,00-04,2022-01-08,2021-12-13,-26 day ahead inc hosp,quantile,0.025,139,COVID-19
DE,00-04,2022-01-08,2021-12-13,-26 day ahead inc hosp,quantile,0.1,139,COVID-19
DE,00-04,2022-01-08,2021-12-13,-26 day ahead inc hosp,quantile,0.25,140,COVID-19
DE,00-04,2022-01-08,2021-12-13,-26 day ahead inc hosp,quantile,0.5,141,COVID-19
DE,00-04,2022-01-08,2021-12-13,-26 day ahead inc hosp,quantile,0.75,143,COVID-19
DE,00-04,2022-01-08,2021-12-13,-26 day ahead inc hosp,quantile,0.9,144,COVID-19
DE,00-04,2022-01-08,2021-12-13,-26 day ahead inc hosp,quantile,0.975,146,COVID-19
DE,00-04,2022-01-08,2021-12-13,-26 day ahead inc hosp,mean,NA,141.58875,COVID-19
DE,00-04,2022-01-08,2021-12-14,-25 day ahead inc hosp,quantile,0.025,141,COVID-19
DE,00-04,2022-01-08,2021-12-14,-25 day ahead inc hosp,quantile,0.1,142,COVID-19
DE,00-04,2022-01-08,2021-12-14,-25 day ahead inc hosp,quantile,0.25,142,COVID-19
DE,00-04,2022-01-08,2021-12-14,-25 day ahead inc hosp,quantile,0.5,144,COVID-19
DE,00-04,2022-01-08,2021-12-14,-25 day ahead inc hosp,quantile,0.75,145,COVID-19
DE,00-04,2022-01-08,2021-12-14,-25 day ahead inc hosp,quantile,0.9,147,COVID-19
DE,00-04,2022-01-08,2021-12-14,-25 day ahead inc hosp,quantile,0.975,149,COVID-19
DE,00-04,2022-01-08,2021-12-14,-25 day ahead inc hosp,mean,NA,143.93425,COVID-19
DE,00-04,2022-01-08,2021-12-15,-24 day ahead inc hosp,quantile,0.025,147,COVID-19
DE,00-04,2022-01-08,2021-12-15,-24 day ahead inc hosp,quantile,0.1,148,COVID-19
DE,00-04,2022-01-08,2021-12-15,-24 day ahead inc hosp,quantile,0.25,149,COVID-19
DE,00-04,2022-01-08,2021-12-15,-24 day ahead inc hosp,quantile,0.5,150,COVID-19
DE,00-04,2022-01-08,2021-12-15,-24 day ahead inc hosp,quantile,0.75,152,COVID-19
DE,00-04,2022-01-08,2021-12-15,-24 day ahead inc hosp,quantile,0.9,153,COVID-19
