location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-06-28,2022-05-31,-28 day ahead inc hosp,quantile,0.025,2407,COVID-19
DE,00+,2022-06-28,2022-05-31,-28 day ahead inc hosp,quantile,0.1,2411,COVID-19
DE,00+,2022-06-28,2022-05-31,-28 day ahead inc hosp,quantile,0.25,2416,COVID-19
DE,00+,2022-06-28,2022-05-31,-28 day ahead inc hosp,quantile,0.5,2423,COVID-19
DE,00+,2022-06-28,2022-05-31,-28 day ahead inc hosp,quantile,0.75,2430,COVID-19
DE,00+,2022-06-28,2022-05-31,-28 day ahead inc hosp,quantile,0.9,2438,COVID-19
DE,00+,2022-06-28,2022-05-31,-28 day ahead inc hosp,quantile,0.975,2449,COVID-19
DE,00+,2022-06-28,2022-05-31,-28 day ahead inc hosp,mean,NA,2423.91,COVID-19
DE,00+,2022-06-28,2022-06-01,-27 day ahead inc hosp,quantile,0.025,2413,COVID-19
DE,00+,2022-06-28,2022-06-01,-27 day ahead inc hosp,quantile,0.1,2418,COVID-19
DE,00+,2022-06-28,2022-06-01,-27 day ahead inc hosp,quantile,0.25,2424,COVID-19
DE,00+,2022-06-28,2022-06-01,-27 day ahead inc hosp,quantile,0.5,2432,COVID-19
DE,00+,2022-06-28,2022-06-01,-27 day ahead inc hosp,quantile,0.75,2441,COVID-19
DE,00+,2022-06-28,2022-06-01,-27 day ahead inc hosp,quantile,0.9,2449,COVID-19
DE,00+,2022-06-28,2022-06-01,-27 day ahead inc hosp,quantile,0.975,2462,COVID-19
DE,00+,2022-06-28,2022-06-01,-27 day ahead inc hosp,mean,NA,2433.18975,COVID-19
DE,00+,2022-06-28,2022-06-02,-26 day ahead inc hosp,quantile,0.025,2484,COVID-19
DE,00+,2022-06-28,2022-06-02,-26 day ahead inc hosp,quantile,0.1,2491,COVID-19
DE,00+,2022-06-28,2022-06-02,-26 day ahead inc hosp,quantile,0.25,2498,COVID-19
DE,00+,2022-06-28,2022-06-02,-26 day ahead inc hosp,quantile,0.5,2506,COVID-19
DE,00+,2022-06-28,2022-06-02,-26 day ahead inc hosp,quantile,0.75,2517,COVID-19
DE,00+,2022-06-28,2022-06-02,-26 day ahead inc hosp,quantile,0.9,2527,COVID-19
DE,00+,2022-06-28,2022-06-02,-26 day ahead inc hosp,quantile,0.975,2543,COVID-19
DE,00+,2022-06-28,2022-06-02,-26 day ahead inc hosp,mean,NA,2508.17625,COVID-19
DE,00+,2022-06-28,2022-06-03,-25 day ahead inc hosp,quantile,0.025,2854,COVID-19
DE,00+,2022-06-28,2022-06-03,-25 day ahead inc hosp,quantile,0.1,2862,COVID-19
DE,00+,2022-06-28,2022-06-03,-25 day ahead inc hosp,quantile,0.25,2870,COVID-19
DE,00+,2022-06-28,2022-06-03,-25 day ahead inc hosp,quantile,0.5,2882,COVID-19
DE,00+,2022-06-28,2022-06-03,-25 day ahead inc hosp,quantile,0.75,2896,COVID-19
DE,00+,2022-06-28,2022-06-03,-25 day ahead inc hosp,quantile,0.9,2911,COVID-19
DE,00+,2022-06-28,2022-06-03,-25 day ahead inc hosp,quantile,0.975,2928,COVID-19
DE,00+,2022-06-28,2022-06-03,-25 day ahead inc hosp,mean,NA,2884.57525,COVID-19
DE,00+,2022-06-28,2022-06-04,-24 day ahead inc hosp,quantile,0.025,2850,COVID-19
DE,00+,2022-06-28,2022-06-04,-24 day ahead inc hosp,quantile,0.1,2860,COVID-19
DE,00+,2022-06-28,2022-06-04,-24 day ahead inc hosp,quantile,0.25,2871,COVID-19
DE,00+,2022-06-28,2022-06-04,-24 day ahead inc hosp,quantile,0.5,2883,COVID-19
DE,00+,2022-06-28,2022-06-04,-24 day ahead inc hosp,quantile,0.75,2900,COVID-19
DE,00+,2022-06-28,2022-06-04,-24 day ahead inc hosp,quantile,0.9,2917,COVID-19
DE,00+,2022-06-28,2022-06-04,-24 day ahead inc hosp,quantile,0.975,2941,COVID-19
DE,00+,2022-06-28,2022-06-04,-24 day ahead inc hosp,mean,NA,2886.70175,COVID-19
DE,00+,2022-06-28,2022-06-05,-23 day ahead inc hosp,quantile,0.025,2900,COVID-19
DE,00+,2022-06-28,2022-06-05,-23 day ahead inc hosp,quantile,0.1,2911,COVID-19
DE,00+,2022-06-28,2022-06-05,-23 day ahead inc hosp,quantile,0.25,2922,COVID-19
DE,00+,2022-06-28,2022-06-05,-23 day ahead inc hosp,quantile,0.5,2936,COVID-19
DE,00+,2022-06-28,2022-06-05,-23 day ahead inc hosp,quantile,0.75,2955,COVID-19
DE,00+,2022-06-28,2022-06-05,-23 day ahead inc hosp,quantile,0.9,2973.1,COVID-19
DE,00+,2022-06-28,2022-06-05,-23 day ahead inc hosp,quantile,0.975,2999,COVID-19
DE,00+,2022-06-28,2022-06-05,-23 day ahead inc hosp,mean,NA,2939.764,COVID-19
DE,00+,2022-06-28,2022-06-06,-22 day ahead inc hosp,quantile,0.025,2913,COVID-19
DE,00+,2022-06-28,2022-06-06,-22 day ahead inc hosp,quantile,0.1,2923,COVID-19
DE,00+,2022-06-28,2022-06-06,-22 day ahead inc hosp,quantile,0.25,2935,COVID-19
DE,00+,2022-06-28,2022-06-06,-22 day ahead inc hosp,quantile,0.5,2951,COVID-19
DE,00+,2022-06-28,2022-06-06,-22 day ahead inc hosp,quantile,0.75,2970,COVID-19
DE,00+,2022-06-28,2022-06-06,-22 day ahead inc hosp,quantile,0.9,2990,COVID-19
DE,00+,2022-06-28,2022-06-06,-22 day ahead inc hosp,quantile,0.975,3017,COVID-19
DE,00+,2022-06-28,2022-06-06,-22 day ahead inc hosp,mean,NA,2954.36325,COVID-19
DE,00+,2022-06-28,2022-06-07,-21 day ahead inc hosp,quantile,0.025,2437,COVID-19
DE,00+,2022-06-28,2022-06-07,-21 day ahead inc hosp,quantile,0.1,2448,COVID-19
DE,00+,2022-06-28,2022-06-07,-21 day ahead inc hosp,quantile,0.25,2461,COVID-19
DE,00+,2022-06-28,2022-06-07,-21 day ahead inc hosp,quantile,0.5,2476,COVID-19
DE,00+,2022-06-28,2022-06-07,-21 day ahead inc hosp,quantile,0.75,2497,COVID-19
DE,00+,2022-06-28,2022-06-07,-21 day ahead inc hosp,quantile,0.9,2518,COVID-19
DE,00+,2022-06-28,2022-06-07,-21 day ahead inc hosp,quantile,0.975,2546,COVID-19
DE,00+,2022-06-28,2022-06-07,-21 day ahead inc hosp,mean,NA,2480.3425,COVID-19
DE,00+,2022-06-28,2022-06-08,-20 day ahead inc hosp,quantile,0.025,3015,COVID-19
DE,00+,2022-06-28,2022-06-08,-20 day ahead inc hosp,quantile,0.1,3029,COVID-19
DE,00+,2022-06-28,2022-06-08,-20 day ahead inc hosp,quantile,0.25,3042,COVID-19
DE,00+,2022-06-28,2022-06-08,-20 day ahead inc hosp,quantile,0.5,3059,COVID-19
DE,00+,2022-06-28,2022-06-08,-20 day ahead inc hosp,quantile,0.75,3079,COVID-19
DE,00+,2022-06-28,2022-06-08,-20 day ahead inc hosp,quantile,0.9,3101,COVID-19
DE,00+,2022-06-28,2022-06-08,-20 day ahead inc hosp,quantile,0.975,3128,COVID-19
DE,00+,2022-06-28,2022-06-08,-20 day ahead inc hosp,mean,NA,3062.443,COVID-19
DE,00+,2022-06-28,2022-06-09,-19 day ahead inc hosp,quantile,0.025,3312,COVID-19
DE,00+,2022-06-28,2022-06-09,-19 day ahead inc hosp,quantile,0.1,3327,COVID-19
DE,00+,2022-06-28,2022-06-09,-19 day ahead inc hosp,quantile,0.25,3342,COVID-19
DE,00+,2022-06-28,2022-06-09,-19 day ahead inc hosp,quantile,0.5,3361,COVID-19
DE,00+,2022-06-28,2022-06-09,-19 day ahead inc hosp,quantile,0.75,3383,COVID-19
DE,00+,2022-06-28,2022-06-09,-19 day ahead inc hosp,quantile,0.9,3406,COVID-19
DE,00+,2022-06-28,2022-06-09,-19 day ahead inc hosp,quantile,0.975,3434,COVID-19
DE,00+,2022-06-28,2022-06-09,-19 day ahead inc hosp,mean,NA,3363.9095,COVID-19
DE,00+,2022-06-28,2022-06-10,-18 day ahead inc hosp,quantile,0.025,3521.975,COVID-19
DE,00+,2022-06-28,2022-06-10,-18 day ahead inc hosp,quantile,0.1,3538,COVID-19
DE,00+,2022-06-28,2022-06-10,-18 day ahead inc hosp,quantile,0.25,3554,COVID-19
DE,00+,2022-06-28,2022-06-10,-18 day ahead inc hosp,quantile,0.5,3575,COVID-19
DE,00+,2022-06-28,2022-06-10,-18 day ahead inc hosp,quantile,0.75,3600,COVID-19
DE,00+,2022-06-28,2022-06-10,-18 day ahead inc hosp,quantile,0.9,3626,COVID-19
DE,00+,2022-06-28,2022-06-10,-18 day ahead inc hosp,quantile,0.975,3658,COVID-19
DE,00+,2022-06-28,2022-06-10,-18 day ahead inc hosp,mean,NA,3578.95775,COVID-19
DE,00+,2022-06-28,2022-06-11,-17 day ahead inc hosp,quantile,0.025,3656,COVID-19
DE,00+,2022-06-28,2022-06-11,-17 day ahead inc hosp,quantile,0.1,3676,COVID-19
DE,00+,2022-06-28,2022-06-11,-17 day ahead inc hosp,quantile,0.25,3693,COVID-19
DE,00+,2022-06-28,2022-06-11,-17 day ahead inc hosp,quantile,0.5,3716,COVID-19
DE,00+,2022-06-28,2022-06-11,-17 day ahead inc hosp,quantile,0.75,3744,COVID-19
DE,00+,2022-06-28,2022-06-11,-17 day ahead inc hosp,quantile,0.9,3773,COVID-19
DE,00+,2022-06-28,2022-06-11,-17 day ahead inc hosp,quantile,0.975,3813,COVID-19
DE,00+,2022-06-28,2022-06-11,-17 day ahead inc hosp,mean,NA,3721.2855,COVID-19
DE,00+,2022-06-28,2022-06-12,-16 day ahead inc hosp,quantile,0.025,3682,COVID-19
DE,00+,2022-06-28,2022-06-12,-16 day ahead inc hosp,quantile,0.1,3702,COVID-19
DE,00+,2022-06-28,2022-06-12,-16 day ahead inc hosp,quantile,0.25,3720,COVID-19
DE,00+,2022-06-28,2022-06-12,-16 day ahead inc hosp,quantile,0.5,3745,COVID-19
DE,00+,2022-06-28,2022-06-12,-16 day ahead inc hosp,quantile,0.75,3773,COVID-19
DE,00+,2022-06-28,2022-06-12,-16 day ahead inc hosp,quantile,0.9,3805,COVID-19
DE,00+,2022-06-28,2022-06-12,-16 day ahead inc hosp,quantile,0.975,3847,COVID-19
DE,00+,2022-06-28,2022-06-12,-16 day ahead inc hosp,mean,NA,3750.0545,COVID-19
DE,00+,2022-06-28,2022-06-13,-15 day ahead inc hosp,quantile,0.025,3743,COVID-19
DE,00+,2022-06-28,2022-06-13,-15 day ahead inc hosp,quantile,0.1,3763,COVID-19
DE,00+,2022-06-28,2022-06-13,-15 day ahead inc hosp,quantile,0.25,3782,COVID-19
DE,00+,2022-06-28,2022-06-13,-15 day ahead inc hosp,quantile,0.5,3808,COVID-19
DE,00+,2022-06-28,2022-06-13,-15 day ahead inc hosp,quantile,0.75,3839,COVID-19
DE,00+,2022-06-28,2022-06-13,-15 day ahead inc hosp,quantile,0.9,3871,COVID-19
DE,00+,2022-06-28,2022-06-13,-15 day ahead inc hosp,quantile,0.975,3916,COVID-19
