location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-02-13,2022-01-16,-28 day ahead inc hosp,quantile,0.025,4774,COVID-19
DE,00+,2022-02-13,2022-01-16,-28 day ahead inc hosp,quantile,0.1,4782,COVID-19
DE,00+,2022-02-13,2022-01-16,-28 day ahead inc hosp,quantile,0.25,4789,COVID-19
DE,00+,2022-02-13,2022-01-16,-28 day ahead inc hosp,quantile,0.5,4799,COVID-19
DE,00+,2022-02-13,2022-01-16,-28 day ahead inc hosp,quantile,0.75,4810,COVID-19
DE,00+,2022-02-13,2022-01-16,-28 day ahead inc hosp,quantile,0.9,4821,COVID-19
DE,00+,2022-02-13,2022-01-16,-28 day ahead inc hosp,quantile,0.975,4835,COVID-19
DE,00+,2022-02-13,2022-01-16,-28 day ahead inc hosp,mean,NA,4800.5795,COVID-19
DE,00+,2022-02-13,2022-01-17,-27 day ahead inc hosp,quantile,0.025,4815,COVID-19
DE,00+,2022-02-13,2022-01-17,-27 day ahead inc hosp,quantile,0.1,4822,COVID-19
DE,00+,2022-02-13,2022-01-17,-27 day ahead inc hosp,quantile,0.25,4830,COVID-19
DE,00+,2022-02-13,2022-01-17,-27 day ahead inc hosp,quantile,0.5,4840,COVID-19
DE,00+,2022-02-13,2022-01-17,-27 day ahead inc hosp,quantile,0.75,4851,COVID-19
DE,00+,2022-02-13,2022-01-17,-27 day ahead inc hosp,quantile,0.9,4862,COVID-19
DE,00+,2022-02-13,2022-01-17,-27 day ahead inc hosp,quantile,0.975,4876,COVID-19
DE,00+,2022-02-13,2022-01-17,-27 day ahead inc hosp,mean,NA,4841.29775,COVID-19
DE,00+,2022-02-13,2022-01-18,-26 day ahead inc hosp,quantile,0.025,4959,COVID-19
DE,00+,2022-02-13,2022-01-18,-26 day ahead inc hosp,quantile,0.1,4968,COVID-19
DE,00+,2022-02-13,2022-01-18,-26 day ahead inc hosp,quantile,0.25,4977,COVID-19
DE,00+,2022-02-13,2022-01-18,-26 day ahead inc hosp,quantile,0.5,4988,COVID-19
DE,00+,2022-02-13,2022-01-18,-26 day ahead inc hosp,quantile,0.75,5000,COVID-19
DE,00+,2022-02-13,2022-01-18,-26 day ahead inc hosp,quantile,0.9,5012,COVID-19
DE,00+,2022-02-13,2022-01-18,-26 day ahead inc hosp,quantile,0.975,5028,COVID-19
DE,00+,2022-02-13,2022-01-18,-26 day ahead inc hosp,mean,NA,4989.319,COVID-19
DE,00+,2022-02-13,2022-01-19,-25 day ahead inc hosp,quantile,0.025,5218,COVID-19
DE,00+,2022-02-13,2022-01-19,-25 day ahead inc hosp,quantile,0.1,5230,COVID-19
DE,00+,2022-02-13,2022-01-19,-25 day ahead inc hosp,quantile,0.25,5241,COVID-19
DE,00+,2022-02-13,2022-01-19,-25 day ahead inc hosp,quantile,0.5,5254,COVID-19
DE,00+,2022-02-13,2022-01-19,-25 day ahead inc hosp,quantile,0.75,5267,COVID-19
DE,00+,2022-02-13,2022-01-19,-25 day ahead inc hosp,quantile,0.9,5281,COVID-19
DE,00+,2022-02-13,2022-01-19,-25 day ahead inc hosp,quantile,0.975,5299,COVID-19
DE,00+,2022-02-13,2022-01-19,-25 day ahead inc hosp,mean,NA,5254.63525,COVID-19
DE,00+,2022-02-13,2022-01-20,-24 day ahead inc hosp,quantile,0.025,5510,COVID-19
DE,00+,2022-02-13,2022-01-20,-24 day ahead inc hosp,quantile,0.1,5524,COVID-19
DE,00+,2022-02-13,2022-01-20,-24 day ahead inc hosp,quantile,0.25,5537,COVID-19
DE,00+,2022-02-13,2022-01-20,-24 day ahead inc hosp,quantile,0.5,5552,COVID-19
DE,00+,2022-02-13,2022-01-20,-24 day ahead inc hosp,quantile,0.75,5568,COVID-19
DE,00+,2022-02-13,2022-01-20,-24 day ahead inc hosp,quantile,0.9,5586,COVID-19
DE,00+,2022-02-13,2022-01-20,-24 day ahead inc hosp,quantile,0.975,5608,COVID-19
DE,00+,2022-02-13,2022-01-20,-24 day ahead inc hosp,mean,NA,5553.5375,COVID-19
DE,00+,2022-02-13,2022-01-21,-23 day ahead inc hosp,quantile,0.025,5737,COVID-19
DE,00+,2022-02-13,2022-01-21,-23 day ahead inc hosp,quantile,0.1,5752,COVID-19
DE,00+,2022-02-13,2022-01-21,-23 day ahead inc hosp,quantile,0.25,5767,COVID-19
DE,00+,2022-02-13,2022-01-21,-23 day ahead inc hosp,quantile,0.5,5784.5,COVID-19
DE,00+,2022-02-13,2022-01-21,-23 day ahead inc hosp,quantile,0.75,5805,COVID-19
DE,00+,2022-02-13,2022-01-21,-23 day ahead inc hosp,quantile,0.9,5824.1,COVID-19
