location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
<<<<<<< HEAD
DE,00+,2022-03-04,2022-02-04,-28 day ahead inc hosp,quantile,0.025,8950,COVID-19
DE,00+,2022-03-04,2022-02-04,-28 day ahead inc hosp,quantile,0.1,8990,COVID-19
DE,00+,2022-03-04,2022-02-04,-28 day ahead inc hosp,quantile,0.25,9027,COVID-19
DE,00+,2022-03-04,2022-02-04,-28 day ahead inc hosp,quantile,0.5,9076,COVID-19
DE,00+,2022-03-04,2022-02-04,-28 day ahead inc hosp,quantile,0.75,9133,COVID-19
DE,00+,2022-03-04,2022-02-04,-28 day ahead inc hosp,quantile,0.9,9192,COVID-19
DE,00+,2022-03-04,2022-02-04,-28 day ahead inc hosp,quantile,0.975,9280,COVID-19
DE,00+,2022-03-04,2022-02-04,-28 day ahead inc hosp,mean,NA,9085.778,COVID-19
DE,00+,2022-03-04,2022-02-05,-27 day ahead inc hosp,quantile,0.025,9244.974999999999,COVID-19
DE,00+,2022-03-04,2022-02-05,-27 day ahead inc hosp,quantile,0.1,9287.900000000001,COVID-19
DE,00+,2022-03-04,2022-02-05,-27 day ahead inc hosp,quantile,0.25,9327,COVID-19
DE,00+,2022-03-04,2022-02-05,-27 day ahead inc hosp,quantile,0.5,9376,COVID-19
DE,00+,2022-03-04,2022-02-05,-27 day ahead inc hosp,quantile,0.75,9437,COVID-19
DE,00+,2022-03-04,2022-02-05,-27 day ahead inc hosp,quantile,0.9,9496.1,COVID-19
DE,00+,2022-03-04,2022-02-05,-27 day ahead inc hosp,quantile,0.975,9591,COVID-19
DE,00+,2022-03-04,2022-02-05,-27 day ahead inc hosp,mean,NA,9386.301,COVID-19
DE,00+,2022-03-04,2022-02-06,-26 day ahead inc hosp,quantile,0.025,9358,COVID-19
DE,00+,2022-03-04,2022-02-06,-26 day ahead inc hosp,quantile,0.1,9401,COVID-19
DE,00+,2022-03-04,2022-02-06,-26 day ahead inc hosp,quantile,0.25,9442,COVID-19
DE,00+,2022-03-04,2022-02-06,-26 day ahead inc hosp,quantile,0.5,9492,COVID-19
DE,00+,2022-03-04,2022-02-06,-26 day ahead inc hosp,quantile,0.75,9553,COVID-19
DE,00+,2022-03-04,2022-02-06,-26 day ahead inc hosp,quantile,0.9,9614,COVID-19
DE,00+,2022-03-04,2022-02-06,-26 day ahead inc hosp,quantile,0.975,9711,COVID-19
DE,00+,2022-03-04,2022-02-06,-26 day ahead inc hosp,mean,NA,9502.72125,COVID-19
DE,00+,2022-03-04,2022-02-07,-25 day ahead inc hosp,quantile,0.025,9466,COVID-19
DE,00+,2022-03-04,2022-02-07,-25 day ahead inc hosp,quantile,0.1,9508,COVID-19
DE,00+,2022-03-04,2022-02-07,-25 day ahead inc hosp,quantile,0.25,9547.75,COVID-19
DE,00+,2022-03-04,2022-02-07,-25 day ahead inc hosp,quantile,0.5,9600,COVID-19
DE,00+,2022-03-04,2022-02-07,-25 day ahead inc hosp,quantile,0.75,9660,COVID-19
DE,00+,2022-03-04,2022-02-07,-25 day ahead inc hosp,quantile,0.9,9723,COVID-19
DE,00+,2022-03-04,2022-02-07,-25 day ahead inc hosp,quantile,0.975,9822,COVID-19
DE,00+,2022-03-04,2022-02-07,-25 day ahead inc hosp,mean,NA,9609.7895,COVID-19
DE,00+,2022-03-04,2022-02-08,-24 day ahead inc hosp,quantile,0.025,9766,COVID-19
DE,00+,2022-03-04,2022-02-08,-24 day ahead inc hosp,quantile,0.1,9807.900000000001,COVID-19
DE,00+,2022-03-04,2022-02-08,-24 day ahead inc hosp,quantile,0.25,9849,COVID-19
DE,00+,2022-03-04,2022-02-08,-24 day ahead inc hosp,quantile,0.5,9904,COVID-19
DE,00+,2022-03-04,2022-02-08,-24 day ahead inc hosp,quantile,0.75,9967,COVID-19
DE,00+,2022-03-04,2022-02-08,-24 day ahead inc hosp,quantile,0.9,10031.1,COVID-19
DE,00+,2022-03-04,2022-02-08,-24 day ahead inc hosp,quantile,0.975,10126.025,COVID-19
DE,00+,2022-03-04,2022-02-08,-24 day ahead inc hosp,mean,NA,9914.03375,COVID-19
DE,00+,2022-03-04,2022-02-09,-23 day ahead inc hosp,quantile,0.025,10025,COVID-19
DE,00+,2022-03-04,2022-02-09,-23 day ahead inc hosp,quantile,0.1,10070,COVID-19
DE,00+,2022-03-04,2022-02-09,-23 day ahead inc hosp,quantile,0.25,10117,COVID-19
