location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE,00+,2022-02-19,2022-01-22,-28 day ahead inc hosp,quantile,0.025,6073,COVID-19
DE,00+,2022-02-19,2022-01-22,-28 day ahead inc hosp,quantile,0.1,6088,COVID-19
DE,00+,2022-02-19,2022-01-22,-28 day ahead inc hosp,quantile,0.25,6101,COVID-19
DE,00+,2022-02-19,2022-01-22,-28 day ahead inc hosp,quantile,0.5,6117,COVID-19
DE,00+,2022-02-19,2022-01-22,-28 day ahead inc hosp,quantile,0.75,6133,COVID-19
DE,00+,2022-02-19,2022-01-22,-28 day ahead inc hosp,quantile,0.9,6149,COVID-19
DE,00+,2022-02-19,2022-01-22,-28 day ahead inc hosp,quantile,0.975,6171,COVID-19
DE,00+,2022-02-19,2022-01-22,-28 day ahead inc hosp,mean,NA,6117.98475,COVID-19
DE,00+,2022-02-19,2022-01-23,-27 day ahead inc hosp,quantile,0.025,6197,COVID-19
DE,00+,2022-02-19,2022-01-23,-27 day ahead inc hosp,quantile,0.1,6211,COVID-19
DE,00+,2022-02-19,2022-01-23,-27 day ahead inc hosp,quantile,0.25,6225,COVID-19
DE,00+,2022-02-19,2022-01-23,-27 day ahead inc hosp,quantile,0.5,6242,COVID-19
DE,00+,2022-02-19,2022-01-23,-27 day ahead inc hosp,quantile,0.75,6259,COVID-19
DE,00+,2022-02-19,2022-01-23,-27 day ahead inc hosp,quantile,0.9,6275,COVID-19
DE,00+,2022-02-19,2022-01-23,-27 day ahead inc hosp,quantile,0.975,6299,COVID-19
DE,00+,2022-02-19,2022-01-23,-27 day ahead inc hosp,mean,NA,6242.93475,COVID-19
DE,00+,2022-02-19,2022-01-24,-26 day ahead inc hosp,quantile,0.025,6409,COVID-19
DE,00+,2022-02-19,2022-01-24,-26 day ahead inc hosp,quantile,0.1,6425,COVID-19
DE,00+,2022-02-19,2022-01-24,-26 day ahead inc hosp,quantile,0.25,6440.75,COVID-19
DE,00+,2022-02-19,2022-01-24,-26 day ahead inc hosp,quantile,0.5,6457,COVID-19
DE,00+,2022-02-19,2022-01-24,-26 day ahead inc hosp,quantile,0.75,6476,COVID-19
DE,00+,2022-02-19,2022-01-24,-26 day ahead inc hosp,quantile,0.9,6492,COVID-19
DE,00+,2022-02-19,2022-01-24,-26 day ahead inc hosp,quantile,0.975,6517,COVID-19
DE,00+,2022-02-19,2022-01-24,-26 day ahead inc hosp,mean,NA,6458.441,COVID-19
DE,00+,2022-02-19,2022-01-25,-25 day ahead inc hosp,quantile,0.025,6708,COVID-19
DE,00+,2022-02-19,2022-01-25,-25 day ahead inc hosp,quantile,0.1,6724,COVID-19
DE,00+,2022-02-19,2022-01-25,-25 day ahead inc hosp,quantile,0.25,6741,COVID-19
DE,00+,2022-02-19,2022-01-25,-25 day ahead inc hosp,quantile,0.5,6759,COVID-19
DE,00+,2022-02-19,2022-01-25,-25 day ahead inc hosp,quantile,0.75,6779,COVID-19
DE,00+,2022-02-19,2022-01-25,-25 day ahead inc hosp,quantile,0.9,6798,COVID-19
DE,00+,2022-02-19,2022-01-25,-25 day ahead inc hosp,quantile,0.975,6826,COVID-19
DE,00+,2022-02-19,2022-01-25,-25 day ahead inc hosp,mean,NA,6760.7295,COVID-19
DE,00+,2022-02-19,2022-01-26,-24 day ahead inc hosp,quantile,0.025,7006,COVID-19
DE,00+,2022-02-19,2022-01-26,-24 day ahead inc hosp,quantile,0.1,7025,COVID-19
DE,00+,2022-02-19,2022-01-26,-24 day ahead inc hosp,quantile,0.25,7043,COVID-19
DE,00+,2022-02-19,2022-01-26,-24 day ahead inc hosp,quantile,0.5,7065,COVID-19
DE,00+,2022-02-19,2022-01-26,-24 day ahead inc hosp,quantile,0.75,7087,COVID-19
DE,00+,2022-02-19,2022-01-26,-24 day ahead inc hosp,quantile,0.9,7110,COVID-19
DE,00+,2022-02-19,2022-01-26,-24 day ahead inc hosp,quantile,0.975,7139,COVID-19
DE,00+,2022-02-19,2022-01-26,-24 day ahead inc hosp,mean,NA,7066.3695,COVID-19
DE,00+,2022-02-19,2022-01-27,-23 day ahead inc hosp,quantile,0.025,7137,COVID-19
DE,00+,2022-02-19,2022-01-27,-23 day ahead inc hosp,quantile,0.1,7158,COVID-19
DE,00+,2022-02-19,2022-01-27,-23 day ahead inc hosp,quantile,0.25,7178,COVID-19
DE,00+,2022-02-19,2022-01-27,-23 day ahead inc hosp,quantile,0.5,7203,COVID-19
DE,00+,2022-02-19,2022-01-27,-23 day ahead inc hosp,quantile,0.75,7230,COVID-19
DE,00+,2022-02-19,2022-01-27,-23 day ahead inc hosp,quantile,0.9,7256,COVID-19
DE,00+,2022-02-19,2022-01-27,-23 day ahead inc hosp,quantile,0.975,7289,COVID-19
DE,00+,2022-02-19,2022-01-27,-23 day ahead inc hosp,mean,NA,7205.39025,COVID-19
DE,00+,2022-02-19,2022-01-28,-22 day ahead inc hosp,quantile,0.025,7332,COVID-19
DE,00+,2022-02-19,2022-01-28,-22 day ahead inc hosp,quantile,0.1,7355.9,COVID-19
DE,00+,2022-02-19,2022-01-28,-22 day ahead inc hosp,quantile,0.25,7379,COVID-19
DE,00+,2022-02-19,2022-01-28,-22 day ahead inc hosp,quantile,0.5,7408,COVID-19
DE,00+,2022-02-19,2022-01-28,-22 day ahead inc hosp,quantile,0.75,7438,COVID-19
DE,00+,2022-02-19,2022-01-28,-22 day ahead inc hosp,quantile,0.9,7470,COVID-19
DE,00+,2022-02-19,2022-01-28,-22 day ahead inc hosp,quantile,0.975,7507.025,COVID-19
DE,00+,2022-02-19,2022-01-28,-22 day ahead inc hosp,mean,NA,7410.737,COVID-19
DE,00+,2022-02-19,2022-01-29,-21 day ahead inc hosp,quantile,0.025,7450,COVID-19
DE,00+,2022-02-19,2022-01-29,-21 day ahead inc hosp,quantile,0.1,7476,COVID-19
DE,00+,2022-02-19,2022-01-29,-21 day ahead inc hosp,quantile,0.25,7502,COVID-19
DE,00+,2022-02-19,2022-01-29,-21 day ahead inc hosp,quantile,0.5,7536,COVID-19
DE,00+,2022-02-19,2022-01-29,-21 day ahead inc hosp,quantile,0.75,7571,COVID-19
DE,00+,2022-02-19,2022-01-29,-21 day ahead inc hosp,quantile,0.9,7606,COVID-19
