location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
<<<<<<< HEAD
DE,00+,2022-09-10,2022-08-13,-28 day ahead inc hosp,quantile,0.025,6397,COVID-19
DE,00+,2022-09-10,2022-08-13,-28 day ahead inc hosp,quantile,0.1,6404,COVID-19
DE,00+,2022-09-10,2022-08-13,-28 day ahead inc hosp,quantile,0.25,6410,COVID-19
DE,00+,2022-09-10,2022-08-13,-28 day ahead inc hosp,quantile,0.5,6418,COVID-19
DE,00+,2022-09-10,2022-08-13,-28 day ahead inc hosp,quantile,0.75,6426,COVID-19
DE,00+,2022-09-10,2022-08-13,-28 day ahead inc hosp,quantile,0.9,6434,COVID-19
DE,00+,2022-09-10,2022-08-13,-28 day ahead inc hosp,quantile,0.975,6443,COVID-19
DE,00+,2022-09-10,2022-08-13,-28 day ahead inc hosp,mean,NA,6418.646,COVID-19
DE,00+,2022-09-10,2022-08-14,-27 day ahead inc hosp,quantile,0.025,6351,COVID-19
DE,00+,2022-09-10,2022-08-14,-27 day ahead inc hosp,quantile,0.1,6358,COVID-19
DE,00+,2022-09-10,2022-08-14,-27 day ahead inc hosp,quantile,0.25,6365,COVID-19
DE,00+,2022-09-10,2022-08-14,-27 day ahead inc hosp,quantile,0.5,6373,COVID-19
DE,00+,2022-09-10,2022-08-14,-27 day ahead inc hosp,quantile,0.75,6381,COVID-19
DE,00+,2022-09-10,2022-08-14,-27 day ahead inc hosp,quantile,0.9,6390,COVID-19
DE,00+,2022-09-10,2022-08-14,-27 day ahead inc hosp,quantile,0.975,6399,COVID-19
DE,00+,2022-09-10,2022-08-14,-27 day ahead inc hosp,mean,NA,6373.614,COVID-19
DE,00+,2022-09-10,2022-08-15,-26 day ahead inc hosp,quantile,0.025,6331,COVID-19
DE,00+,2022-09-10,2022-08-15,-26 day ahead inc hosp,quantile,0.1,6337,COVID-19
DE,00+,2022-09-10,2022-08-15,-26 day ahead inc hosp,quantile,0.25,6344,COVID-19
DE,00+,2022-09-10,2022-08-15,-26 day ahead inc hosp,quantile,0.5,6352,COVID-19
DE,00+,2022-09-10,2022-08-15,-26 day ahead inc hosp,quantile,0.75,6361,COVID-19
DE,00+,2022-09-10,2022-08-15,-26 day ahead inc hosp,quantile,0.9,6369,COVID-19
DE,00+,2022-09-10,2022-08-15,-26 day ahead inc hosp,quantile,0.975,6378,COVID-19
DE,00+,2022-09-10,2022-08-15,-26 day ahead inc hosp,mean,NA,6352.9135,COVID-19
DE,00+,2022-09-10,2022-08-16,-25 day ahead inc hosp,quantile,0.025,6145,COVID-19
DE,00+,2022-09-10,2022-08-16,-25 day ahead inc hosp,quantile,0.1,6152,COVID-19
DE,00+,2022-09-10,2022-08-16,-25 day ahead inc hosp,quantile,0.25,6160,COVID-19
DE,00+,2022-09-10,2022-08-16,-25 day ahead inc hosp,quantile,0.5,6168,COVID-19
DE,00+,2022-09-10,2022-08-16,-25 day ahead inc hosp,quantile,0.75,6177,COVID-19
DE,00+,2022-09-10,2022-08-16,-25 day ahead inc hosp,quantile,0.9,6186,COVID-19
DE,00+,2022-09-10,2022-08-16,-25 day ahead inc hosp,quantile,0.975,6195,COVID-19
DE,00+,2022-09-10,2022-08-16,-25 day ahead inc hosp,mean,NA,6168.7355,COVID-19
DE,00+,2022-09-10,2022-08-17,-24 day ahead inc hosp,quantile,0.025,6326,COVID-19
DE,00+,2022-09-10,2022-08-17,-24 day ahead inc hosp,quantile,0.1,6335,COVID-19
DE,00+,2022-09-10,2022-08-17,-24 day ahead inc hosp,quantile,0.25,6343,COVID-19
DE,00+,2022-09-10,2022-08-17,-24 day ahead inc hosp,quantile,0.5,6352,COVID-19
DE,00+,2022-09-10,2022-08-17,-24 day ahead inc hosp,quantile,0.75,6362,COVID-19
DE,00+,2022-09-10,2022-08-17,-24 day ahead inc hosp,quantile,0.9,6371,COVID-19
DE,00+,2022-09-10,2022-08-17,-24 day ahead inc hosp,quantile,0.975,6383,COVID-19
DE,00+,2022-09-10,2022-08-17,-24 day ahead inc hosp,mean,NA,6352.77475,COVID-19
DE,00+,2022-09-10,2022-08-18,-23 day ahead inc hosp,quantile,0.025,6317,COVID-19
DE,00+,2022-09-10,2022-08-18,-23 day ahead inc hosp,quantile,0.1,6326,COVID-19
DE,00+,2022-09-10,2022-08-18,-23 day ahead inc hosp,quantile,0.25,6334,COVID-19
DE,00+,2022-09-10,2022-08-18,-23 day ahead inc hosp,quantile,0.5,6344,COVID-19
DE,00+,2022-09-10,2022-08-18,-23 day ahead inc hosp,quantile,0.75,6354,COVID-19
DE,00+,2022-09-10,2022-08-18,-23 day ahead inc hosp,quantile,0.9,6363,COVID-19
DE,00+,2022-09-10,2022-08-18,-23 day ahead inc hosp,quantile,0.975,6375,COVID-19
DE,00+,2022-09-10,2022-08-18,-23 day ahead inc hosp,mean,NA,6344.269,COVID-19
DE,00+,2022-09-10,2022-08-19,-22 day ahead inc hosp,quantile,0.025,6320,COVID-19
DE,00+,2022-09-10,2022-08-19,-22 day ahead inc hosp,quantile,0.1,6330,COVID-19
DE,00+,2022-09-10,2022-08-19,-22 day ahead inc hosp,quantile,0.25,6338,COVID-19
DE,00+,2022-09-10,2022-08-19,-22 day ahead inc hosp,quantile,0.5,6349,COVID-19
DE,00+,2022-09-10,2022-08-19,-22 day ahead inc hosp,quantile,0.75,6360,COVID-19
DE,00+,2022-09-10,2022-08-19,-22 day ahead inc hosp,quantile,0.9,6370,COVID-19
DE,00+,2022-09-10,2022-08-19,-22 day ahead inc hosp,quantile,0.975,6382,COVID-19
DE,00+,2022-09-10,2022-08-19,-22 day ahead inc hosp,mean,NA,6349.514,COVID-19
DE,00+,2022-09-10,2022-08-20,-21 day ahead inc hosp,quantile,0.025,6172,COVID-19
DE,00+,2022-09-10,2022-08-20,-21 day ahead inc hosp,quantile,0.1,6182,COVID-19
DE,00+,2022-09-10,2022-08-20,-21 day ahead inc hosp,quantile,0.25,6192,COVID-19
DE,00+,2022-09-10,2022-08-20,-21 day ahead inc hosp,quantile,0.5,6202,COVID-19
DE,00+,2022-09-10,2022-08-20,-21 day ahead inc hosp,quantile,0.75,6214,COVID-19
DE,00+,2022-09-10,2022-08-20,-21 day ahead inc hosp,quantile,0.9,6225,COVID-19
DE,00+,2022-09-10,2022-08-20,-21 day ahead inc hosp,quantile,0.975,6236,COVID-19
DE,00+,2022-09-10,2022-08-20,-21 day ahead inc hosp,mean,NA,6202.99775,COVID-19
DE,00+,2022-09-10,2022-08-21,-20 day ahead inc hosp,quantile,0.025,6175,COVID-19
DE,00+,2022-09-10,2022-08-21,-20 day ahead inc hosp,quantile,0.1,6186,COVID-19
DE,00+,2022-09-10,2022-08-21,-20 day ahead inc hosp,quantile,0.25,6196,COVID-19
DE,00+,2022-09-10,2022-08-21,-20 day ahead inc hosp,quantile,0.5,6206,COVID-19
DE,00+,2022-09-10,2022-08-21,-20 day ahead inc hosp,quantile,0.75,6218,COVID-19
DE,00+,2022-09-10,2022-08-21,-20 day ahead inc hosp,quantile,0.9,6229,COVID-19
DE,00+,2022-09-10,2022-08-21,-20 day ahead inc hosp,quantile,0.975,6241,COVID-19
DE,00+,2022-09-10,2022-08-21,-20 day ahead inc hosp,mean,NA,6206.9205,COVID-19
DE,00+,2022-09-10,2022-08-22,-19 day ahead inc hosp,quantile,0.025,6124,COVID-19
DE,00+,2022-09-10,2022-08-22,-19 day ahead inc hosp,quantile,0.1,6135,COVID-19
DE,00+,2022-09-10,2022-08-22,-19 day ahead inc hosp,quantile,0.25,6145,COVID-19
DE,00+,2022-09-10,2022-08-22,-19 day ahead inc hosp,quantile,0.5,6156,COVID-19
DE,00+,2022-09-10,2022-08-22,-19 day ahead inc hosp,quantile,0.75,6167,COVID-19
DE,00+,2022-09-10,2022-08-22,-19 day ahead inc hosp,quantile,0.9,6178,COVID-19
DE,00+,2022-09-10,2022-08-22,-19 day ahead inc hosp,quantile,0.975,6190.025,COVID-19
DE,00+,2022-09-10,2022-08-22,-19 day ahead inc hosp,mean,NA,6156.19375,COVID-19
DE,00+,2022-09-10,2022-08-23,-18 day ahead inc hosp,quantile,0.025,6029,COVID-19
DE,00+,2022-09-10,2022-08-23,-18 day ahead inc hosp,quantile,0.1,6041,COVID-19
DE,00+,2022-09-10,2022-08-23,-18 day ahead inc hosp,quantile,0.25,6052,COVID-19
DE,00+,2022-09-10,2022-08-23,-18 day ahead inc hosp,quantile,0.5,6064,COVID-19
DE,00+,2022-09-10,2022-08-23,-18 day ahead inc hosp,quantile,0.75,6076,COVID-19
DE,00+,2022-09-10,2022-08-23,-18 day ahead inc hosp,quantile,0.9,6088,COVID-19
DE,00+,2022-09-10,2022-08-23,-18 day ahead inc hosp,quantile,0.975,6101,COVID-19
DE,00+,2022-09-10,2022-08-23,-18 day ahead inc hosp,mean,NA,6064.2695,COVID-19
DE,00+,2022-09-10,2022-08-24,-17 day ahead inc hosp,quantile,0.025,5644,COVID-19
DE,00+,2022-09-10,2022-08-24,-17 day ahead inc hosp,quantile,0.1,5656,COVID-19
DE,00+,2022-09-10,2022-08-24,-17 day ahead inc hosp,quantile,0.25,5667,COVID-19
DE,00+,2022-09-10,2022-08-24,-17 day ahead inc hosp,quantile,0.5,5679,COVID-19
DE,00+,2022-09-10,2022-08-24,-17 day ahead inc hosp,quantile,0.75,5692,COVID-19
DE,00+,2022-09-10,2022-08-24,-17 day ahead inc hosp,quantile,0.9,5703,COVID-19
DE,00+,2022-09-10,2022-08-24,-17 day ahead inc hosp,quantile,0.975,5716,COVID-19
DE,00+,2022-09-10,2022-08-24,-17 day ahead inc hosp,mean,NA,5679.21725,COVID-19
DE,00+,2022-09-10,2022-08-25,-16 day ahead inc hosp,quantile,0.025,5455,COVID-19
DE,00+,2022-09-10,2022-08-25,-16 day ahead inc hosp,quantile,0.1,5467,COVID-19
DE,00+,2022-09-10,2022-08-25,-16 day ahead inc hosp,quantile,0.25,5478,COVID-19
DE,00+,2022-09-10,2022-08-25,-16 day ahead inc hosp,quantile,0.5,5490,COVID-19
DE,00+,2022-09-10,2022-08-25,-16 day ahead inc hosp,quantile,0.75,5504,COVID-19
DE,00+,2022-09-10,2022-08-25,-16 day ahead inc hosp,quantile,0.9,5516,COVID-19
DE,00+,2022-09-10,2022-08-25,-16 day ahead inc hosp,quantile,0.975,5528.025,COVID-19
DE,00+,2022-09-10,2022-08-25,-16 day ahead inc hosp,mean,NA,5490.899,COVID-19
DE,00+,2022-09-10,2022-08-26,-15 day ahead inc hosp,quantile,0.025,5224,COVID-19
DE,00+,2022-09-10,2022-08-26,-15 day ahead inc hosp,quantile,0.1,5236,COVID-19
DE,00+,2022-09-10,2022-08-26,-15 day ahead inc hosp,quantile,0.25,5247,COVID-19
DE,00+,2022-09-10,2022-08-26,-15 day ahead inc hosp,quantile,0.5,5260.5,COVID-19
DE,00+,2022-09-10,2022-08-26,-15 day ahead inc hosp,quantile,0.75,5274,COVID-19
DE,00+,2022-09-10,2022-08-26,-15 day ahead inc hosp,quantile,0.9,5287,COVID-19
DE,00+,2022-09-10,2022-08-26,-15 day ahead inc hosp,quantile,0.975,5302,COVID-19
DE,00+,2022-09-10,2022-08-26,-15 day ahead inc hosp,mean,NA,5261.12975,COVID-19
DE,00+,2022-09-10,2022-08-27,-14 day ahead inc hosp,quantile,0.025,5057,COVID-19
DE,00+,2022-09-10,2022-08-27,-14 day ahead inc hosp,quantile,0.1,5070,COVID-19
DE,00+,2022-09-10,2022-08-27,-14 day ahead inc hosp,quantile,0.25,5081,COVID-19
DE,00+,2022-09-10,2022-08-27,-14 day ahead inc hosp,quantile,0.5,5095,COVID-19
DE,00+,2022-09-10,2022-08-27,-14 day ahead inc hosp,quantile,0.75,5110,COVID-19
DE,00+,2022-09-10,2022-08-27,-14 day ahead inc hosp,quantile,0.9,5123,COVID-19
DE,00+,2022-09-10,2022-08-27,-14 day ahead inc hosp,quantile,0.975,5139.025,COVID-19
DE,00+,2022-09-10,2022-08-27,-14 day ahead inc hosp,mean,NA,5095.795,COVID-19
